geneName	geneChromosome	strand	exonNumber	geneLength
Katnal2	chr18	-	14	160
Katnb1	chr8	+	20	336
Kazald1	chr19	+	5	1380
Kazn	chr4	-	15	7351
Kbtbd10	chr2	+	6	250
Kbtbd11	chr8	+	2	697
Kbtbd12	chr6	-	3	197
Kbtbd13	chr9	-	1	296
Kbtbd2	chr6	-	4	385
Kbtbd3	chr9	+	4	241
Kbtbd4	chr2	+	4	237
Kbtbd5	chr9	+	6	243
Kbtbd7	chr14	+	1	452
Kbtbd8	chr6	+	4	468
Kcmf1	chr6	-	7	3251
Kcna1	chr6	-	2	8970
Kcna10	chr3	+	2	1826
Kcna2	chr3	+	3	3456
Kcna3	chr3	+	1	1968
Kcna4	chr2	+	2	4844
Kcna5	chr6	-	1	3005
Kcna6	chr6	-	2	5839
Kcna7	chr7	+	2	3494
Kcnab1	chr3	+	14	2986
Kcnab2	chr4	-	16	3530
Kcnab3	chr11	+	14	2537
Kcnb1	chr2	-	2	3720
Kcnb2	chr1	+	2	5309
Kcnc1	chr7	+	4	9410
Kcnc2	chr10	+	5	6196
Kcnc3	chr7	+	4	5056
Kcnc4	chr3	-	4	3013
Kcnd1	chrX	+	6	1956
Kcnd2	chr6	+	6	4546
Kcnd3	chr3	+	8	7226
Kcne1	chr16	-	2	3155
Kcne1l	chrX	-	1	1446
Kcne2	chr16	+	2	1694
Kcne3	chr7	+	6	1718
Kcne4	chr1	+	2	2463
Kcnf1	chr12	-	1	4789
Kcng1	chr2	-	2	2316
Kcng2	chr18	-	4	2815
Kcng3	chr17	-	2	3356
Kcng4	chr8	-	3	3806
Kcnh1	chr1	+	11	7143
Kcnh2	chr5	-	15	4221
Kcnh3	chr15	+	15	3583
Kcnh4	chr11	-	17	3784
Kcnh5	chr12	-	11	4061
Kcnh6	chr11	+	13	2853
Kcnh7	chr2	-	16	3798
Kcnh8	chr17	+	11	2086
Kcnip1	chr11	-	10	2734
Kcnip2	chr19	-	10	813
Kcnip3	chr2	-	10	3227
Kcnip4	chr5	-	11	2959
Kcnj1	chr9	+	3	3268
Kcnj10	chr1	+	2	5407
Kcnj11	chr7	-	2	3252
Kcnj12	chr11	+	3	2463
Kcnj13	chr1	-	3	1349
Kcnj14	chr7	-	3	2639
Kcnj15	chr16	+	5	5204
Kcnj16	chr11	+	2	3622
Kcnj2	chr11	+	2	5448
Kcnj3	chr2	+	3	1679
Kcnj4	chr15	-	2	2152
Kcnj5	chr9	-	4	4496
Kcnj6	chr16	-	7	6959
Kcnj8	chr6	-	3	2188
Kcnj9	chr1	-	4	3270
Kcnk1	chr8	+	3	2303
Kcnk10	chr12	-	7	2533
Kcnk12	chr17	-	2	1952
Kcnk13	chr12	+	3	3112
Kcnk15	chr2	+	2	1032
Kcnk16	chr14	-	5	879
Kcnk18	chr19	+	3	3032
Kcnk2	chr1	-	8	3959
Kcnk3	chr5	+	2	3810
Kcnk4	chr19	-	7	1735
Kcnk5	chr14	-	5	3364
Kcnk6	chr7	-	3	4089
Kcnk7	chr19	+	3	1117
Kcnk9	chr15	-	2	1209
Kcnma1	chr14	-	29	5051
Kcnmb1	chr11	+	4	4188
Kcnmb2	chr3	+	6	2919
Kcnmb3	chr3	-	4	720
Kcnmb4	chr10	-	3	1005
Kcnn1	chr8	-	10	4042
Kcnn2	chr18	+	8	2046
Kcnn3	chr3	+	8	7617
Kcnn4	chr7	+	9	2037
Kcnq1	chr7	+	16	3029
Kcnq1ot1	chr7	-	1	8343
Kcnq2	chr2	-	18	6477
Kcnq3	chr15	-	15	2878
Kcnq4	chr4	-	14	2512
Kcnq5	chr1	-	15	6980
Kcnrg	chr14	+	2	1832
Kcns1	chr2	-	4	2712
Kcns2	chr15	+	2	4360
Kcns3	chr12	-	4	3059
Kcnt1	chr2	+	33	596
Kcnt2	chr1	+	28	385
Kcnu1	chr8	+	27	3531
Kcnv1	chr15	-	3	4496
Kcnv2	chr19	+	2	5077
Kcp	chr6	-	38	4888
Kctd1	chr18	-	6	356
Kctd10	chr5	-	7	308
Kctd11	chr11	-	1	272
Kctd12	chr14	-	1	605
Kctd12b	chrX	-	3	478
Kctd13	chr7	+	6	164
Kctd14	chr7	+	4	254
Kctd15	chr7	-	6	238
Kctd16	chr18	+	2	136
Kctd17	chr15	+	7	154
Kctd18	chr1	-	8	270
Kctd19	chr8	-	17	296
Kctd2	chr11	+	6	174
Kctd20	chr17	+	8	236
Kctd21	chr7	+	2	296
Kctd3	chr1	-	18	362
Kctd4	chr14	+	2	301
Kctd5	chr17	-	6	242
Kctd6	chr14	+	3	164
Kctd7	chr5	+	4	424
Kctd8	chr5	-	2	288
Kctd9	chr14	+	12	324
Kdelc1	chr1	-	10	2324
Kdelc2	chr9	+	8	3644
Kdelr1	chr7	+	5	1525
Kdelr2	chr5	+	5	1850
Kdelr3	chr15	+	5	1414
Kdm1a	chr4	-	19	3015
Kdm1b	chr13	+	21	4281
Kdm2a	chr19	-	21	7265
Kdm2b	chr5	-	25	5431
Kdm3a	chr6	-	27	4923
Kdm3b	chr18	+	24	7112
Kdm4a	chr4	-	22	4956
Kdm4b	chr17	+	23	4610
Kdm4c	chr4	+	23	4401
Kdm4d	chr9	-	2	2662
Kdm5a	chr6	+	28	10969
Kdm5b	chr1	+	27	6300
Kdm5c	chrX	+	26	6267
Kdm5d	chrY	+	26	5471
Kdm6a	chrX	+	29	5265
Kdm6b	chr11	-	23	6644
Kdr	chr5	-	30	5447
Kdsr	chr1	-	10	5582
Keap1	chr9	-	5	4470
Keg1	chr19	+	6	1666
Kel	chr6	-	19	2516
Kera	chr10	+	3	1950
Khdc1a	chr1	+	3	1950
Khdc1b	chr1	+	3	2247
Khdc1c	chr1	+	3	844
Khdrbs1	chr4	-	9	2684
Khdrbs2	chr1	+	9	1359
Khdrbs3	chr15	+	9	1893
Khk	chr5	+	8	1117
Khnyn	chr14	+	8	3876
Khsrp	chr17	-	18	3999
Kidins220	chr12	+	32	7402
Kif11	chr19	+	22	4819
Kif12	chr4	-	19	2250
Kif13a	chr13	-	38	6865
Kif13b	chr14	+	40	5603
Kif14	chr1	+	30	8770
Kif15	chr9	+	35	4823
Kif16b	chr2	-	26	5445
Kif17	chr4	+	15	3915
Kif18a	chr2	+	17	3368
Kif18b	chr11	-	16	3336
Kif19a	chr11	+	20	3433
Kif1a	chr1	-	48	8257
Kif1b	chr4	-	48	14849
Kif1c	chr11	+	23	6764
Kif20a	chr18	+	20	3905
Kif20b	chr19	+	32	5563
Kif21a	chr15	-	38	6454
Kif21b	chr1	+	35	9119
Kif22	chr7	-	14	2064
Kif23	chr9	-	23	3425
Kif24	chr4	-	13	5598
Kif26a	chr12	+	16	6918
Kif26b	chr1	+	15	7406
Kif27	chr13	-	17	4462
Kif2a	chr13	-	22	4208
Kif2b	chr11	-	1	2270
Kif2c	chr4	-	20	2830
Kif3a	chr11	+	18	5438
Kif3b	chr2	+	9	5631
Kif3c	chr12	+	8	6849
Kif4	chrX	+	30	4712
Kif4b	chr12	+	1	3665
Kif5a	chr10	-	29	7006
Kif5b	chr18	-	26	6030
Kif5c	chr2	+	26	6840
Kif6	chr17	+	23	3528
Kif7	chr7	-	18	4522
Kif9	chr9	+	22	3489
Kifap3	chr1	+	21	3907
Kifc1	chr17	-	11	2322
Kifc2	chr15	+	18	3143
Kifc3	chr8	-	24	3762
Kifc5b	chr17	+	11	2627
Kin	chr2	+	5	1379
Kir3dl1	chrX	+	9	1557
Kir3dl2	chrX	-	9	1734
Kirrel	chr3	-	16	7287
Kirrel2	chr7	-	15	3122
Kirrel3	chr9	+	18	4908
Kis2	chrX	-	1	2031
Kiss1	chr1	+	2	496
Kiss1r	chr10	+	5	3162
Kit	chr5	+	21	509
Kitl	chr10	+	10	541
Kl	chr5	+	5	5118
Klb	chr5	+	5	3439
Klc1	chr12	+	17	3067
Klc2	chr19	-	16	3017
Klc3	chr7	-	13	1784
Klc4	chr17	-	16	2322
Klf1	chr8	+	3	1534
Klf10	chr15	-	4	3045
Klf11	chr12	+	4	3982
Klf12	chr14	-	7	5731
Klf13	chr7	-	2	6396
Klf14	chr6	-	1	2970
Klf15	chr6	+	3	2294
Klf16	chr10	-	2	2652
Klf17	chr4	-	3	3595
Klf2	chr8	+	3	1816
Klf3	chr5	+	6	2314
Klf4	chr4	-	5	3044
Klf5	chr14	+	4	1725
Klf6	chr13	+	4	4217
Klf7	chr1	-	4	1334
Klf8	chrX	+	7	4457
Klf9	chr19	+	2	3263
Klhdc1	chr12	+	13	1949
Klhdc10	chr6	+	10	5883
Klhdc2	chr12	+	13	1946
Klhdc3	chr17	-	12	2125
Klhdc4	chr8	-	12	2083
Klhdc5	chr6	+	3	6571
Klhdc7a	chr4	-	1	5854
Klhdc7b	chr15	+	1	1818
Klhdc8a	chr1	+	5	4269
Klhdc8b	chr9	-	11	2953
Klhdc9	chr1	-	4	1555
Klhl1	chr14	-	11	4048
Klhl10	chr11	+	5	2012
Klhl11	chr11	-	2	2436
Klhl12	chr1	+	12	3196
Klhl13	chrX	-	9	3222
Klhl14	chr18	-	8	4018
Klhl15	chrX	+	4	5256
Klhl17	chr4	-	12	3014
Klhl18	chr9	-	10	4530
Klhl2	chr8	-	15	3026
Klhl20	chr1	-	12	4037
Klhl21	chr4	+	4	3895
Klhl22	chr16	+	7	2618
Klhl23	chr2	+	4	4617
Klhl24	chr16	+	8	6683
Klhl25	chr7	+	3	3735
Klhl26	chr8	-	3	3069
Klhl28	chr12	-	5	2854
Klhl29	chr12	-	14	7045
Klhl3	chr13	-	17	2142
Klhl30	chr1	+	8	3020
Klhl31	chr9	+	3	6257
Klhl32	chr4	-	11	2386
Klhl33	chr14	-	3	1602
Klhl34	chrX	+	1	1935
Klhl35	chr7	+	7	1952
Klhl36	chr8	+	5	2142
Klhl38	chr15	-	4	2212
Klhl4	chrX	+	11	3266
Klhl5	chr5	+	11	3408
Klhl6	chr16	-	7	2405
Klhl7	chr5	+	11	3427
Klhl8	chr5	-	10	3163
Klhl9	chr4	-	1	4217
Klk1	chr7	+	5	876
Klk10	chr7	+	6	1354
Klk11	chr7	+	6	1449
Klk12	chr7	+	5	930
Klk13	chr7	+	6	1033
Klk14	chr7	+	5	1270
Klk15	chr7	+	5	765
Klk1b1	chr7	+	5	847
Klk1b11	chr7	+	5	861
Klk1b16	chr7	+	5	1381
Klk1b21	chr7	+	5	903
Klk1b22	chr7	+	5	799
Klk1b24	chr7	+	5	847
Klk1b26	chr7	+	5	873
Klk1b27	chr7	+	5	888
Klk1b3	chr7	+	5	888
Klk1b4	chr7	+	5	839
Klk1b5	chr7	+	5	861
Klk1b7-ps	chr7	+	3	448
Klk1b8	chr7	+	5	848
Klk1b9	chr7	+	5	870
Klk4	chr7	+	6	1237
Klk5	chr7	+	5	1239
Klk6	chr7	+	7	1410
Klk7	chr7	+	6	1745
Klk8	chr7	+	5	1322
Klk9	chr7	+	5	1475
Klkb1	chr8	-	15	2461
Klra1	chr6	-	9	1667
Klra10	chr6	-	6	823
Klra12	chr6	-	6	867
Klra13-ps	chr6	-	6	815
Klra14	chr6	-	6	795
Klra15	chr6	-	7	1071
Klra17	chr6	-	8	1177
Klra18	chr6	-	7	1243
Klra19	chr6	-	8	1106
Klra2	chr6	-	9	1886
Klra21	chr6	-	8	1139
Klra22	chr6	-	6	1233
Klra23	chr6	-	7	942
Klra3	chr6	-	7	1292
Klra33	chr6	-	6	792
Klra4	chr6	-	7	872
Klra5	chr6	-	8	1152
Klra6	chr6	-	8	1116
Klra7	chr6	-	9	1238
Klra8	chr6	-	8	1178
Klra9	chr6	-	8	1194
Klraq1	chr17	+	22	3135
Klrb1a	chr6	-	6	1274
Klrb1b	chr6	-	6	2212
Klrb1c	chr6	-	6	2632
Klrb1f	chr6	+	6	1708
Klrc1	chr6	-	6	735
Klrc2	chr6	-	6	782
Klrc3	chr6	-	5	666
Klrd1	chr6	+	6	866
Klre1	chr6	+	7	913
Klrg1	chr6	-	5	1360
Klrg2	chr6	-	5	2282
Klri1	chr6	-	6	838
Klri2	chr6	-	6	3913
Klrk1	chr6	-	9	3293
Kmo	chr1	+	15	2498
Kncn	chr4	+	4	951
Kndc1	chr7	+	30	7303
Kng1	chr16	+	11	2900
Kng2	chr16	-	11	2522
Kntc1	chr5	+	64	666
Kpna1	chr16	+	14	4022
Kpna2	chr11	-	11	2038
Kpna3	chr14	-	17	4167
Kpna4	chr3	-	17	3726
Kpna6	chr4	-	14	5711
Kpna7	chr5	-	13	2248
Kpnb1	chr11	-	22	5909
Kprp	chr3	-	2	2729
Kptn	chr7	+	12	159
Kras	chr6	-	5	4670
Krba1	chr6	+	18	7005
Krcc1	chr6	+	4	1749
Kremen1	chr11	-	9	4907
Kremen2	chr17	-	10	2117
Kri1	chr9	-	19	2598
Krit1	chr5	+	18	633
Krr1	chr10	+	10	4990
Krt1	chr15	-	9	241
Krt10	chr11	-	8	205
Krt12	chr11	-	8	182
Krt13	chr11	-	8	129
Krt14	chr11	-	8	162
Krt15	chr11	-	8	168
Krt16	chr11	-	8	153
Krt17	chr11	-	8	148
Krt18	chr15	+	7	136
Krt19	chr11	-	6	134
Krt2	chr15	-	9	257
Krt20	chr11	-	8	189
Krt222	chr11	-	6	271
Krt23	chr11	-	8	151
Krt24	chr11	-	8	165
Krt25	chr11	-	8	161
Krt26	chr11	-	8	256
Krt27	chr11	-	8	150
Krt28	chr11	-	8	144
Krt31	chr11	-	7	155
Krt32	chr11	-	7	165
Krt33a	chr11	-	7	165
Krt33b	chr11	-	7	156
Krt34	chr11	-	7	158
Krt35	chr11	-	7	169
Krt36	chr11	-	7	163
Krt39	chr11	-	7	142
Krt4	chr15	-	9	210
Krt40	chr11	-	7	129
Krt42	chr11	-	8	152
Krt5	chr15	-	9	215
Krt6a	chr15	-	9	222
Krt6b	chr15	-	9	220
Krt7	chr15	+	9	155
Krt71	chr15	-	9	214
Krt72-ps	chr15	-	9	153
Krt73	chr15	-	9	211
Krt74	chr15	-	9	155
Krt75	chr15	-	9	323
Krt76	chr15	-	9	228
Krt77	chr15	-	9	168
Krt78	chr15	-	9	339
Krt79	chr15	-	9	205
Krt8	chr15	-	9	176
Krt80	chr15	-	9	173
Krt81	chr15	-	9	182
Krt82	chr15	-	9	206
Krt83	chr15	-	9	178
Krt84	chr15	-	9	253
Krt85	chr15	-	4	143
Krt86	chr15	+	9	192
Krt9	chr11	-	8	254
Krtap10-10	chr10	+	1	130
Krtap10-4	chr10	-	1	90
Krtap11-1	chr16	-	1	100
Krtap12-1	chr10	+	1	67
Krtap13	chr16	-	1	88
Krtap1-3	chr11	-	1	87
Krtap13-1	chr16	+	1	75
Krtap14	chr16	-	1	85
Krtap1-4	chr11	-	1	112
Krtap15	chr16	+	1	83
Krtap1-5	chr11	-	1	104
Krtap16-1	chr16	-	1	60
Krtap16-10	chr16	-	1	57
Krtap16-4	chr16	-	1	30
Krtap16-5	chr16	-	1	52
Krtap16-7	chr16	-	1	74
Krtap16-8	chr16	-	1	61
Krtap16-9	chr16	-	1	49
Krtap17-1	chr11	-	1	76
Krtap20-2	chr16	+	1	53
Krtap22-2	chr16	-	1	38
Krtap2-4	chr11	-	1	83
Krtap24-1	chr16	-	1	157
Krtap26-1	chr16	-	1	97
Krtap27-1	chr16	-	1	60
Krtap3-1	chr11	-	1	60
Krtap31-1	chr11	+	1	97
Krtap31-2	chr11	+	1	93
Krtap3-2	chr11	-	1	103
Krtap3-3	chr11	-	1	73
Krtap4-1	chr11	-	1	101
Krtap4-13	chr11	-	5	161
Krtap4-16	chr11	-	1	95
Krtap4-2	chr11	-	1	97
Krtap4-6	chr11	-	1	91
Krtap4-7	chr11	-	1	97
Krtap4-8	chr11	-	1	63
Krtap4-9	chr11	+	1	105
Krtap5-1	chr7	-	1	69
Krtap5-2	chr7	-	2	93
Krtap5-3	chr7	+	1	165
Krtap5-4	chr7	+	1	100
Krtap5-5	chr7	-	1	117
Krtap6-1	chr16	+	1	59
Krtap6-2	chr16	-	1	78
Krtap7-1	chr16	-	1	62
Krtap8-1	chr16	-	1	57
Krtap8-2	chr16	-	1	48
Krtap9-1	chr11	+	1	61
Krtap9-3	chr11	-	1	75
Krtap9-5	chr11	+	1	107
Krtcap2	chr3	+	5	49
Krtcap3	chr5	+	7	87
Krtdap	chr7	+	6	42
Ksr1	chr11	-	18	4081
Ksr2	chr5	+	19	4144
Kti12	chr4	+	1	155
Ktn1	chr14	+	42	430
Ky	chr9	+	11	5449
Kynu	chr2	+	14	2733
L1cam	chrX	-	29	5288
L1td1	chr4	+	5	292
L2hgdh	chr12	-	10	3338
L3mbtl1	chr2	+	23	262
L3mbtl2	chr15	+	17	334
L3mbtl3	chr10	-	22	333
L3mbtl4	chr17	+	21	449
l7Rn6	chr7	-	5	1045
Lace1	chr10	-	13	2513
Lactb	chr9	-	6	200
Lactb2	chr1	-	7	185
Lactbl1	chr4	+	8	192
Lad1	chr1	+	10	2992
Lag3	chr6	-	8	2003
Lage3	chrX	-	3	760
Lair1	chr7	-	8	3512
Lalba	chr15	-	4	733
Lama1	chr17	+	63	9518
Lama2	chr10	-	64	9712
Lama3	chr18	+	75	10342
Lama4	chr10	+	38	6046
Lama5	chr2	-	79	11388
Lamb1	chr12	+	33	5778
Lamb2	chr9	+	33	5624
Lamb3	chr1	+	23	4055
Lamc1	chr1	-	28	7622
Lamc2	chr1	-	24	5164
Lamc3	chr2	+	28	5930
Lamp1	chr8	+	9	2255
Lamp2	chrX	-	10	4111
Lamp3	chr16	-	6	3343
Lamtor2	chr3	-	4	56
Lamtor3	chr3	+	7	122
Lancl1	chr1	-	9	4461
Lancl2	chr6	+	9	3657
Lancl3	chrX	+	5	3920
Lao1	chr4	+	7	1958
Lap3	chr5	+	13	2267
Laptm4a	chr12	+	7	209
Laptm4b	chr15	+	7	186
Laptm5	chr4	+	8	236
Large	chr8	-	15	3669
Larp1	chr11	+	19	6615
Larp1b	chr3	+	10	1705
Larp4	chr15	+	17	6738
Larp4b	chr13	+	18	4688
Larp6	chr9	+	3	2308
Larp7	chr3	-	13	2121
Lars	chr18	-	32	3806
Lars2	chr9	+	21	3881
Las1l	chrX	-	13	2598
Lasp1	chr11	+	7	3433
Lass1	chr8	+	8	2724
Lass2	chr3	+	11	2017
Lass3	chr7	+	11	3251
Lass4	chr8	+	11	3668
Lass5	chr15	-	10	2010
Lass6	chr2	+	10	3930
Lat	chr7	-	12	118
Lat2	chr5	-	13	146
Lats1	chr10	+	8	719
Lats2	chr14	-	9	552
Lax1	chr1	-	6	2371
Layn	chr9	-	8	1786
Lbh	chr17	+	3	3068
Lbp	chr2	+	15	2525
Lbr	chr1	-	14	3552
Lbx1	chr19	-	2	864
Lbx2	chr6	+	2	817
Lca5	chr9	-	9	4782
Lca5l	chr16	-	11	3170
Lcat	chr8	-	6	133
Lce1a1	chr3	-	2	708
Lce1a2	chr3	-	2	715
Lce1b	chr3	-	2	647
Lce1c	chr3	+	2	724
Lce1d	chr3	-	2	678
Lce1e	chr3	-	2	712
Lce1f	chr3	-	2	717
Lce1g	chr3	-	2	922
Lce1h	chr3	-	2	706
Lce1i	chr3	-	2	731
Lce1l	chr3	-	2	670
Lce1m	chr3	-	2	877
Lce3a	chr3	-	2	549
Lce3b	chr3	+	2	561
Lce3c	chr3	+	2	564
Lce3f	chr3	+	2	611
Lce6a	chr3	-	3	791
Lck	chr4	-	13	2298
Lclat1	chr17	+	6	443
Lcmt1	chr7	+	11	133
Lcmt2	chr2	-	1	340
Lcn10	chr2	+	6	1106
Lcn11	chr2	+	6	652
Lcn12	chr2	-	6	716
Lcn13	chr2	+	7	713
Lcn14	chr2	+	7	732
Lcn2	chr2	-	6	853
Lcn3	chr2	+	7	684
Lcn4	chr2	-	7	774
Lcn5	chr2	+	8	1041
Lcn6	chr2	+	7	728
Lcn8	chr2	+	7	652
Lcn9	chr2	+	7	839
Lcor	chr19	+	3	4663
Lcorl	chr5	-	9	6732
Lcp1	chr14	+	17	3709
Lcp2	chr11	+	21	3348
Lct	chr1	-	17	610
Lctl	chr9	+	14	211
Ldb1	chr19	-	12	2670
Ldb2	chr5	-	9	2628
Ldb3	chr14	-	17	6015
Ldha	chr7	+	9	1930
Ldhal6b	chr17	-	1	1445
Ldhb	chr6	-	8	1290
Ldhc	chr7	+	8	1310
Ldhd	chr8	-	11	2221
Ldlr	chr9	+	18	4515
Ldlrad1	chr4	+	5	947
Ldlrad2	chr4	-	4	1828
Ldlrad3	chr2	-	6	3827
Ldlrap1	chr4	-	9	2671
Ldoc1	chrX	+	1	1335
Ldoc1l	chr15	-	1	4426
Leap2	chr11	-	3	497
Lect1	chr14	-	7	141
Lect2	chr13	-	4	86
Lef1	chr3	+	12	2457
Lefty1	chr1	+	4	159
Lefty2	chr1	+	4	244
Lekr1	chr3	+	13	4274
Lelp1	chr3	-	2	870
Lemd1	chr1	+	4	983
Lemd2	chr17	-	9	2596
Lemd3	chr10	-	13	4743
Lenep	chr3	-	2	668
Leng1	chr7	-	4	2213
Leng8	chr7	+	15	5094
Leng9	chr7	-	1	1690
Leo1	chr9	+	12	2192
Lep	chr6	+	3	3257
Lepr	chr4	+	20	6634
Lepre1	chr4	+	16	3343
Leprel1	chr16	-	15	2248
Leprel2	chr6	-	15	2779
Leprel4	chr11	-	8	1867
Leprot	chr4	+	4	181
Leprotl1	chr8	-	4	256
Letm1	chr5	-	14	343
Letm2	chr8	-	11	205
Letmd1	chr15	+	9	254
Lfng	chr5	+	8	2284
Lgals1	chr15	+	4	800
Lgals12	chr19	-	9	2755
Lgals2	chr15	-	4	592
Lgals3	chr14	+	6	1406
Lgals3bp	chr11	-	6	2168
Lgals4	chr7	+	10	1241
Lgals6	chr7	+	9	901
Lgals7	chr7	+	4	597
Lgals8	chr13	-	10	2980
Lgals9	chr11	-	11	1586
Lgi1	chr19	+	8	4259
Lgi2	chr5	-	7	1927
Lgi3	chr14	+	8	3181
Lgi4	chr7	+	9	3444
Lgmn	chr12	-	14	1874
Lgr4	chr2	+	18	5060
Lgr5	chr10	-	18	4711
Lgr6	chr1	-	18	3623
Lgsn	chr1	+	5	1903
Lhb	chr7	+	3	509
Lhcgr	chr17	-	11	2553
Lhfp	chr3	+	4	2089
Lhfpl1	chrX	-	4	1774
Lhfpl2	chr13	+	4	4348
Lhfpl3	chr5	+	4	2981
Lhfpl4	chr6	-	4	4765
Lhfpl5	chr17	+	4	1247
Lhpp	chr7	+	7	1607
Lhx1	chr11	-	5	2750
Lhx2	chr2	+	5	2286
Lhx3	chr2	-	6	2208
Lhx4	chr1	-	6	1851
Lhx5	chr5	+	5	2736
Lhx6	chr2	-	10	3577
Lhx8	chr3	-	9	1977
Lhx9	chr1	-	8	5747
Lias	chr5	+	11	1668
Lif	chr11	+	5	4040
Lifr	chr15	+	23	10333
Lig1	chr7	+	30	3520
Lig3	chr11	+	20	5945
Lig4	chr8	-	2	4081
Lilra5	chr7	+	6	2109
Lilra6	chr7	-	8	2578
Lilrb3	chr7	-	15	2728
Lilrb4	chr10	+	9	1418
Lim2	chr7	+	5	866
Lima1	chr15	-	11	4429
Limch1	chr5	+	26	6142
Limd1	chr9	+	8	4853
Limd2	chr11	-	5	2950
Lime1	chr2	+	5	1959
Limk1	chr5	-	16	3323
Limk2	chr11	-	18	5047
Lims1	chr10	+	13	4941
Lims2	chr18	+	10	1688
Lin28a	chr4	-	4	3480
Lin28b	chr10	-	5	5403
Lin37	chr7	-	9	998
Lin52	chr12	+	6	2144
Lin54	chr5	-	14	4729
Lin7a	chr10	+	7	5964
Lin7b	chr7	-	6	716
Lin7c	chr2	+	5	4136
Lin9	chr1	+	15	3377
Lingo1	chr9	-	4	3295
Lingo2	chr4	-	12	5066
Lingo3	chr10	-	2	3437
Lingo4	chr3	+	2	2943
Lins	chr7	+	8	5243
Lipa	chr19	-	10	2971
Lipc	chr9	-	9	1920
Lipe	chr7	-	11	3266
Lipf	chr19	+	10	1353
Lipg	chr18	-	10	3787
Liph	chr16	-	10	3801
Lipi	chr16	-	9	1462
Lipk	chr19	+	10	2240
Lipm	chr19	+	10	2701
Lipn	chr19	+	10	1502
Lipo1	chr19	-	11	2721
Lipt1	chr1	+	2	155
Lipt2	chr7	+	2	122
Litaf	chr16	-	4	221
Lix1	chr17	+	6	3102
Lix1l	chr3	+	6	2509
Llgl1	chr11	+	21	4425
Llgl2	chr11	+	26	3542
Llph	chr10	+	3	1162
Lman1	chr18	-	14	3714
Lman1l	chr9	-	13	1737
Lman2	chr13	-	8	4315
Lman2l	chr1	-	8	2225
Lmbr1	chr5	-	17	4932
Lmbr1l	chr15	-	17	2167
Lmbrd1	chr1	+	16	5392
Lmbrd2	chr15	+	18	3046
Lmcd1	chr6	+	6	1728
Lmf1	chr17	+	11	1758
Lmf2	chr15	-	14	2906
Lmln	chr16	+	17	4111
Lmna	chr3	-	13	3327
Lmnb1	chr18	+	11	2844
Lmnb2	chr10	-	12	3371
Lmo1	chr7	-	4	1071
Lmo2	chr2	+	5	1900
Lmo3	chr6	-	5	2101
Lmo4	chr3	-	5	2049
Lmo7	chr14	+	31	6104
Lmod1	chr1	+	3	3942
Lmod2	chr6	+	3	1967
Lmod3	chr6	-	3	2242
Lmtk2	chr5	+	14	805
Lmtk3	chr7	+	16	474
Lmx1a	chr1	+	8	3338
Lmx1b	chr2	-	8	1219
Lnp	chr2	-	14	8775
Lnpep	chr17	-	18	5181
Lnx1	chr5	-	15	3819
Lnx2	chr5	-	10	4543
LOC100038947	chr3	-	6	1232
LOC100039574	chrY_random	-|+	2	1998
LOC100039614	chrY_random	-|+	7	6947
LOC100039753	chrY_random	+	2	1796
LOC100039810	chrY_random	+|-	6	3661
LOC100040022	chrY_random	+|-	2	1374
LOC100040031	chrY_random	-|+	10	6109
LOC100040160	chrY_random	+	1	758
LOC100040223	chrY_random	-	3	1339
LOC100040786	chrY_random	-	2	1149
LOC100040911	chrY_random	+	1	993
LOC100041014	chrY_random	-|+	27	2187
LOC100041033	chrY_random	-|+	27	2187
LOC100041223	chrY_random	-|+	3	2574
LOC100041256	chrY_random	-|+	10	6091
LOC100041346	chrY_random	-	17	1622
LOC100041550	chrY_random	-	4	2424
LOC100042428	chrY_random	+	1	992
LOC100043315	chr15	-	3	1006
LOC100047133	chr1	-	4	858
LOC100048884	chr4	-	7	887
LOC100048885	chr4	-	7	883
LOC100302567	chr7	+	1	94
LOC100302626	chr15	-	1	1517
LOC100303645	chr7	+	1	2232
LOC100499420	chr17	-	2	2956
LOC100503496	chr11	+	2	1776
LOC100504429	chrX	-	2	1015
LOC100504473	chr11	-	8	780
LOC100504608	chr10	-	3	699
LOC100504703	chr10	+	2	329
LOC100616095	chr15	-	2	1483
LOC100642166	chr5	+	3	1551
LOC106740	chr17	-	1	1088
LOC329427	chr2	+	4	2707
LOC380994	chrY_random	+|-	72	7483
LOC382133	chrY_random	+|-	6	3626
LOC432562	chr11	+	3	928
LOC433374	chr1	+	5	1588
LOC433944	chr5	-	3	1352
LOC434825	chrX	+	3	1758
LOC434960	chrY_random	-|+	6	3360
LOC545691	chr4	+	4	997
LOC547349	chr17	+	2	395
LOC622070	chr7	+	7	832
LOC622124	chr3	-	5	3515
LOC622167	chr4	+	4	808
LOC624759	chr3	+	5	2832
LOC624853	chr9	+	2	362
LOC626049	chr1	-	3	545
LOC626082	chr3	+	5	1357
LOC626410	chr3	+	4	1827
LOC626904	chr6	+	9	1565
LOC668917	chr2	+	3	1079
Loh12cr1	chr6	+	5	1937
Lonp1	chr17	-	18	2965
Lonp2	chr8	+	16	2942
Lonrf1	chr8	-	12	3930
Lonrf2	chr1	-	11	5077
Lonrf3	chrX	+	11	7370
Lor	chr3	-	2	1779
Lox	chr18	-	7	3604
Loxhd1	chr18	+	39	6595
