geneName	geneChromosome	strand	exonNumber	geneLength
MIR516A1	chr19	+	1	90
MIR516A2	chr19	+	1	90
MIR516B1	chr19	+	1	90
MIR516B2	chr19	+	1	85
MIR517A	chr19	+	1	87
MIR517B	chr19	+	1	67
MIR517C	chr19	+	1	95
MIR518A1	chr19	+	1	85
MIR518A2	chr19	+	1	87
MIR518B	chr19	+	1	83
MIR518C	chr19	+	1	101
MIR518D	chr19	+	1	87
MIR518E	chr19	+	1	88
MIR518F	chr19	+	1	87
MIR519A1	chr19	+	1	85
MIR519A2	chr19	+	1	87
MIR519B	chr19	+	1	81
MIR519C	chr19	+	1	87
MIR519D	chr19	+	1	88
MIR519E	chr19	+	1	84
MIR520A	chr19	+	1	85
MIR520B	chr19	+	1	61
MIR520C	chr19	+	1	87
MIR520D	chr19	+	1	87
MIR520E	chr19	+	1	87
MIR520F	chr19	+	1	87
MIR520G	chr19	+	1	90
MIR520H	chr19	+	1	88
MIR521-1	chr19	+	1	87
MIR521-2	chr19	+	1	87
MIR522	chr19	+	1	87
MIR523	chr19	+	1	87
MIR524	chr19	+	1	87
MIR525	chr19	+	1	85
MIR526A1	chr19	+	1	85
MIR526A2	chr19	+	1	65
MIR526B	chr19	+	1	83
MIR527	chr19	+	1	85
MIR532	chrX	+	1	91
MIR539	chr14	+	1	78
MIR541	chr14	+	1	84
MIR542	chrX	-	1	97
MIR543	chr14	+	1	78
MIR545	chrX	-	1	106
MIR548A1	chr6	+	1	97
MIR548A2	chr3	+	4	84
MIR548A3	chr3	-	3	83
MIR548AA1	chr1	+	3	44
MIR548AA2	chr16	-	4	84
MIR548AC	chr3	+	3	85
MIR548AD	chr2	-	1	30
MIR548AE2	chr16	+	4	67
MIR548AI	chr14	-	5	84
MIR548AJ2	chr4	-	3	51
MIR548AL	chr12	-	2	60
MIR548AN	chr13	-	5	81
MIR548B	chr6	-	1	97
MIR548C	chr12	+	1	97
MIR548D1	chr1	-	3	44
MIR548D2	chr16	+	4	83
MIR548F1	chr1	-	4	82
MIR548F2	chr2	-	1	98
MIR548F3	chr7	+	3	51
MIR548F4	chr7	-	1	105
MIR548F5	chr13	-	5	73
MIR548G	chr3	-	5	83
MIR548H2	chr3	+	5	84
MIR548H3	chr6	-	3	82
MIR548H3	chr9	-	3	80
MIR548H4	chr15	+	5	83
MIR548I1	chr3	-	1	149
MIR548I2	chr4	-	1	149
MIR548I3	chr8	-	1	149
MIR548I4	chr7	-	3	61
MIR548J	chr22	-	1	112
MIR548K	chr11	+	1	116
MIR548M	chr7	+	1	35
MIR548N	chr2	+	5	79
MIR548O2	chr8	-	2	63
MIR548Q	chr9	-	4	81
MIR548T	chr7	+	4	53
MIR548W	chr17	+	4	72
MIR548X	chr16	+	1	30
MIR548Y	chr14	-	1	110
MIR548Z	chr12	-	1	97
MIR549	chr15	-	1	96
MIR550A1	chr7	+	1	97
MIR550A2	chr7	+	1	97
MIR550A3	chr7	-	1	95
MIR550B1	chr7	-	1	97
MIR550B2	chr7	-	1	97
MIR551A	chr1	-	1	95
MIR551B	chr3	+	1	96
MIR553	chr1	+	1	68
MIR554	chr1	+	1	96
MIR555	chr1	-	1	96
MIR556	chr1	+	1	95
MIR557	chr1	+	1	98
MIR558	chr2	+	1	94
MIR559	chr2	+	1	96
MIR561	chr2	+	1	97
MIR563	chr3	+	1	79
MIR564	chr3	+	1	94
MIR567	chr3	+	1	98
MIR568	chr3	-	1	95
MIR569	chr3	-	1	96
MIR570	chr3	+	1	97
MIR572	chr4	+	1	95
MIR573	chr4	-	1	99
MIR574	chr4	+	1	96
MIR575	chr4	-	1	94
MIR577	chr4	+	1	96
MIR578	chr4	+	1	96
MIR580	chr5	-	1	97
MIR581	chr5	-	1	96
MIR583	chr5	+	1	75
MIR585	chr5	-	1	94
MIR586	chr6	-	1	97
MIR589	chr7	-	1	99
MIR590	chr7	+	1	97
MIR591	chr7	-	1	95
MIR592	chr7	-	1	97
MIR593	chr7	+	1	100
MIR595	chr7	-	1	96
MIR596	chr8	+	1	77
MIR597	chr8	+	1	97
MIR598	chr8	-	1	97
MIR599	chr8	-	1	95
MIR600	chr9	-	1	98
MIR601	chr9	-	1	79
MIR602	chr9	+	1	98
MIR603	chr10	+	1	97
MIR604	chr10	-	1	94
MIR605	chr10	+	1	83
MIR608	chr10	+	1	100
MIR609	chr10	-	1	95
MIR610	chr11	+	1	96
MIR611	chr11	-	1	67
MIR612	chr11	+	1	100
MIR613	chr12	+	1	95
MIR614	chr12	+	1	90
MIR615	chr12	+	1	96
MIR617	chr12	-	1	97
MIR618	chr12	-	1	98
MIR620	chr12	-	1	95
MIR621	chr13	+	1	96
MIR622	chr13	+	1	96
MIR623	chr13	+	1	98
MIR624	chr14	-	1	97
MIR626	chr15	+	1	94
MIR627	chr15	-	1	97
MIR628	chr15	-	1	95
MIR629	chr15	-	1	97
MIR630	chr15	+	1	97
MIR631	chr15	-	1	75
MIR632	chr17	+	1	94
MIR634	chr17	+	1	97
MIR635	chr17	-	1	98
MIR636	chr17	-	1	99
MIR637	chr19	-	1	99
MIR638	chr19	+	1	100
MIR639	chr19	+	1	98
MIR641	chr19	-	1	99
MIR642A	chr19	+	1	97
MIR642B	chr19	-	1	77
MIR643	chr19	+	1	94
MIR644	chr20	+	1	94
MIR645	chr20	+	1	94
MIR647	chr20	-	1	96
MIR648	chr22	-	1	94
MIR650	chr22	+	1	96
MIR651	chrX	+	1	97
MIR653	chr7	-	1	96
MIR654	chr14	+	1	81
MIR655	chr14	+	1	97
MIR656	chr14	+	1	78
MIR657	chr17	-	1	98
MIR658	chr22	-	1	100
MIR659	chr22	-	1	97
MIR660	chrX	+	1	97
MIR661	chr8	-	1	89
MIR662	chr16	+	1	95
MIR663	chr20	-	1	93
MIR663B	chr2	-	1	115
MIR664	chr1	-	1	78
MIR665	chr14	+	1	72
MIR668	chr14	+	1	66
MIR670	chr11	+	1	98
MIR671	chr7	+	1	118
MIR675	chr11	-	1	73
MIR676	chrX	+	1	67
MIR708	chr11	-	1	88
MIR7-1	chr9	-	1	110
MIR711	chr3	-	1	76
MIR718	chrX	-	1	70
MIR7-2	chr15	+	1	110
MIR7-3	chr19	+	1	110
MIR744	chr17	+	1	98
MIR758	chr14	+	1	88
MIR759	chr13	+	1	91
MIR760	chr1	+	1	80
MIR761	chr1	-	1	59
MIR762	chr16	+	1	83
MIR764	chrX	+	1	85
MIR765	chr1	-	1	114
MIR766	chrX	-	1	111
MIR767	chrX	-	1	109
MIR769	chr19	+	1	118
MIR770	chr14	+	1	98
MIR802	chr21	+	1	94
MIR873	chr9	-	1	77
MIR874	chr5	-	1	78
MIR875	chr8	-	1	76
MIR876	chr9	-	1	81
MIR877	chr6	+	1	86
MIR877	chr6_cox_hap2	+	1	86
MIR877	chr6_dbb_hap3	+	1	86
MIR877	chr6_mann_hap4	+	1	86
MIR877	chr6_mcf_hap5	+	1	86
MIR877	chr6_qbl_hap6	+	1	86
MIR877	chr6_ssto_hap7	+	1	8
MIR885	chr3	-	1	74
MIR888	chrX	-	1	77
MIR889	chr14	+	1	79
MIR890	chrX	-	1	77
MIR891A	chrX	-	1	79
MIR891B	chrX	-	1	79
MIR892A	chrX	-	1	75
MIR892B	chrX	-	1	77
MIR9-1	chr1	-	1	89
MIR9-2	chr5	-	1	87
MIR920	chr12	+	1	75
MIR921	chr1	-	1	56
MIR922	chr3	-	1	81
MIR92A1	chr13	+	1	78
MIR92A2	chrX	-	1	75
MIR92B	chr1	+	1	96
MIR93	chr7	-	1	80
MIR9-3	chr15	+	1	90
MIR933	chr2	-	1	77
MIR934	chrX	+	1	83
MIR935	chr19	+	1	91
MIR936	chr10	-	1	98
MIR937	chr8	-	1	86
MIR938	chr10	-	1	83
MIR939	chr8	-	1	82
MIR940	chr16	+	1	94
MIR941-1	chr20	+	1	117
MIR941-2	chr20	+	2	117
MIR941-3	chr20	+	2	287
MIR941-4	chr20	+	2	287
MIR942	chr1	+	1	86
MIR943	chr4	-	1	94
MIR944	chr3	+	1	88
MIR96	chr7	-	1	77
MIR98	chrX	-	1	119
MIR99A	chr21	+	1	81
MIR99B	chr19	+	1	70
MIRLET7A1	chr9	+	1	80
MIRLET7A2	chr11	-	1	72
MIRLET7A3	chr22	+	1	74
MIRLET7B	chr22	+	1	83
MIRLET7BHG	chr22	+	6	4717
MIRLET7C	chr21	+	1	84
MIRLET7D	chr9	+	1	87
MIRLET7E	chr19	+	1	79
MIRLET7F1	chr9	+	1	87
MIRLET7F2	chrX	-	1	83
MIRLET7G	chr3	-	1	84
MIRLET7I	chr12	+	1	84
MIS12	chr17	+	3	2501
MIS18A	chr21	-	5	1571
MIS18BP1	chr14	-	17	4777
MITD1	chr2	-	7	910
MITF	chr3	+	15	6095
MIXL1	chr1	+	2	699
MKI67	chr10	-	15	12495
MKI67IP	chr2	-	7	1738
MKKS	chr20	-	7	2773
MKL1	chr22	-	15	4490
MKL2	chr16	+	17	8634
MKLN1	chr7	+	20	11417
MKNK1	chr1	-	15	2900
MKNK2	chr19	-	14	3785
MKRN1	chr7	-	8	3620
MKRN2	chr3	+	8	2765
MKRN3	chr15	+	1	2713
MKRN7P	chr20	-	1	1633
MKRN9P	chr12	-	1	1826
MKS1	chr17	-	19	2542
MKX	chr10	-	7	3639
MLANA	chr9	+	5	1524
MLC1	chr22	-	13	4174
MLEC	chr12	+	5	6349
MLF1	chr3	+	10	2638
MLF1IP	chr4	-	13	2550
MLF2	chr12	-	10	1923
MLH1	chr3	+	20	2776
MLH3	chr14	-	13	7896
MLIP	chr6	+	13	1815
MLK7-AS1	chr2	-	8	2537
MLKL	chr16	-	11	2537
MLL	chr11	+	36	16594
MLL2	chr12	-	54	19419
MLL3	chr7	-	59	16862
MLL4	chr19	+	37	8469
MLL5	chr7	+	27	6863
MLLT1	chr19	-	12	4505
MLLT10	chr10	+	26	5900
MLLT11	chr1	+	2	2158
MLLT3	chr9	-	11	3439
MLLT4	chr6	+	33	10056
MLLT6	chr17	+	20	7500
MLN	chr6	-	5	572
MLNR	chr13	+	2	1239
MLPH	chr2	+	16	3756
MLST8	chr16	+	10	2057
MLX	chr17	+	8	2562
MLXIP	chr12	+	17	5368
MLXIPL	chr7	-	17	3278
MLYCD	chr16	+	5	2195
MMAA	chr4	+	7	5943
MMAB	chr12	-	10	4225
MMACHC	chr1	+	4	2850
MMADHC	chr2	-	8	1437
MMD	chr17	-	7	2723
MMD2	chr7	-	7	2416
MME	chr3	+	25	6032
MMEL1	chr1	-	24	2902
MMGT1	chrX	-	4	3648
MMP1	chr11	-	10	2055
MMP10	chr11	-	10	1759
MMP11	chr22	+	8	2261
MMP12	chr11	-	10	1876
MMP13	chr11	-	10	2719
MMP14	chr14	+	10	3538
MMP15	chr16	+	10	4437
MMP16	chr8	-	10	6335
MMP17	chr12	+	10	2408
MMP19	chr12	-	9	3254
MMP2	chr16	+	14	3843
MMP20	chr11	-	10	1956
MMP21	chr10	-	7	1914
MMP23A	chr1	+	12	1812
MMP23B	chr1	+	8	1240
MMP24	chr20	+	9	4333
MMP25	chr16	+	10	3551
MMP26	chr11	+	6	991
MMP27	chr11	-	10	1647
MMP28	chr17	-	8	2847
MMP3	chr11	-	10	1828
MMP7	chr11	-	6	1119
MMP8	chr11	-	10	3056
MMP9	chr20	+	13	2336
MMRN1	chr4	+	8	4969
MMRN2	chr10	-	7	4179
MMS19	chr10	-	31	3686
MMS22L	chr6	-	25	8643
MN1	chr22	-	2	7556
MNAT1	chr14	+	8	1383
MND1	chr4	+	8	941
MNDA	chr1	+	7	1667
MNS1	chr15	-	10	2023
MNT	chr17	-	6	4842
MNX1	chr7	-	4	2614
MOAP1	chr14	-	3	2417
MOB2	chr11	-	7	1724
MOBKL1A	chr4	+	6	6958
MOBKL1B	chr2	-	6	1329
MOBKL2A	chr19	-	5	3331
MOBKL2B	chr9	-	4	6525
MOBKL2C	chr1	-	5	2985
MOBP	chr3	+	6	5084
MOCOS	chr18	+	15	2727
MOCS1	chr6	-	11	4420
MOCS2	chr5	-	8	1575
MOCS3	chr20	+	1	2458
MOG	chr6	+	9	2208
MOG	chr6_apd_hap1	+	9	2212
MOG	chr6_cox_hap2	+	9	2216
MOG	chr6_dbb_hap3	+	9	2212
MOG	chr6_mann_hap4	+	9	2208
MOG	chr6_mcf_hap5	+	9	2204
MOG	chr6_qbl_hap6	+	9	2212
MOG	chr6_ssto_hap7	+	9	217
MOGAT1	chr2	+	6	1096
MOGAT2	chr11	+	6	1005
MOGAT3	chr7	-	7	1407
MOGS	chr2	-	4	2895
MON1A	chr3	-	6	2230
MON1B	chr16	+	6	3312
MON2	chr12	+	35	10379
MORC1	chr3	-	28	3767
MORC2	chr22	-	27	4467
MORC2-AS1	chr22	+	2	2133
MORC3	chr21	+	17	4246
MORC4	chrX	-	17	3834
MORF4L1	chr15	+	13	1942
MORF4L2	chrX	-	6	2204
MORN1	chr1	-	14	1641
MORN2	chr2	+	5	741
MORN3	chr12	-	6	1158
MORN4	chr10	-	6	2574
MORN5	chr9	+	5	705
MOS	chr8	-	1	1041
MOSC1	chr1	+	7	2243
MOSC2	chr1	+	8	1573
MOSPD1	chrX	-	6	2358
MOSPD2	chrX	+	16	3376
MOSPD3	chr7	+	7	1399
MOV10	chr1	+	21	3636
MOV10L1	chr22	+	29	4309
MOXD1	chr6	-	12	3039
MOXD2P	chr7	-	11	1503
MPDU1	chr17	+	7	1618
MPDZ	chr9	-	45	7438
MPEG1	chr11	-	1	4512
MPG	chr16	+	6	1389
MPHOSPH10	chr2	+	11	2485
MPHOSPH6	chr16	-	5	1101
MPHOSPH8	chr13	+	14	4268
MPHOSPH9	chr12	-	20	3611
MPI	chr15	+	8	1771
MPL	chr1	+	12	3645
MPND	chr19	+	13	1657
MPO	chr17	-	12	3215
MPP1	chrX	-	13	2197
MPP2	chr17	-	13	4412
MPP3	chr17	-	20	2835
MPP4	chr2	-	22	2458
MPP5	chr14	+	15	5357
MPP6	chr7	+	13	2187
MPP7	chr10	-	19	5206
MPPE1	chr18	-	13	3220
MPPED1	chr22	+	7	2508
MPPED2	chr11	-	8	7209
MPRIP	chr17	+	24	11023
MPST	chr22	+	4	1614
MPV17	chr2	-	8	1007
MPV17L	chr16	+	4	2309
MPV17L2	chr19	+	5	1358
MPZ	chr1	-	6	1955
MPZL1	chr1	+	6	5010
MPZL2	chr11	-	6	3186
MPZL3	chr11	-	6	983
MR1	chr1	+	7	7860
MRAP	chr21	+	6	1231
MRAP2	chr6	+	4	2213
MRAS	chr3	+	7	4556
MRC1	chr10	+	60	10342
MRC2	chr17	+	30	5982
MRE11A	chr11	-	20	5245
MREG	chr2	-	5	3213
MRFAP1	chr4	+	2	1534
MRFAP1L1	chr4	-	2	1591
MRGPRD	chr11	-	1	966
MRGPRE	chr11	-	2	1296
MRGPRF	chr11	-	3	2283
MRGPRG	chr11	-	1	870
MRGPRX1	chr11	-	1	1190
MRGPRX2	chr11	-	2	2035
MRGPRX3	chr11	+	3	1639
MRGPRX4	chr11	+	1	1444
MRI1	chr19	+	7	3266
MRM1	chr17	+	5	1833
MRO	chr18	-	9	5334
MRP63	chr13	+	2	2655
MRPL1	chr4	+	9	1359
MRPL10	chr17	-	6	1996
MRPL11	chr11	-	6	1686
MRPL12	chr17	+	5	1015
MRPL13	chr8	-	7	1110
MRPL14	chr6	-	3	774
MRPL15	chr8	+	5	1749
MRPL16	chr11	-	4	1182
MRPL17	chr11	-	3	2366
MRPL18	chr6	+	4	977
MRPL19	chr2	+	6	7827
MRPL2	chr6	-	7	1286
MRPL20	chr1	-	4	733
MRPL21	chr11	-	7	709
MRPL22	chr5	+	7	3173
MRPL23	chr11	+	5	742
MRPL24	chr1	-	6	927
MRPL27	chr17	-	4	703
MRPL28	chr16	-	6	1140
MRPL3	chr3	-	10	1764
MRPL30	chr2	+	6	4536
MRPL32	chr7	+	3	892
MRPL33	chr2	+	4	518
MRPL34	chr19	+	2	968
MRPL35	chr2	+	4	3311
MRPL36	chr5	-	2	614
MRPL37	chr1	+	7	1483
MRPL38	chr17	-	9	1575
MRPL39	chr21	-	11	1171
MRPL4	chr19	+	8	2404
MRPL40	chr22	+	4	774
MRPL41	chr9	+	2	604
MRPL42	chr12	+	7	3247
MRPL42P5	chr15	-	1	667
MRPL43	chr10	-	7	2924
MRPL44	chr2	+	4	1748
MRPL45	chr17	+	8	1705
MRPL45P2	chr17	-	6	1396
MRPL46	chr15	-	4	1000
MRPL47	chr3	-	7	1180
MRPL48	chr11	+	8	980
MRPL49	chr11	+	4	2162
MRPL50	chr9	-	2	1021
MRPL51	chr12	-	3	677
MRPL52	chr14	+	5	1301
MRPL53	chr2	-	3	655
MRPL54	chr19	+	3	623
MRPL55	chr1	-	7	906
MRPL9	chr1	-	7	1292
MRPS10	chr6	-	7	2140
MRPS11	chr15	+	6	1501
MRPS12	chr19	+	2	1323
MRPS14	chr1	-	3	2237
MRPS15	chr1	-	8	965
MRPS16	chr10	-	3	2634
MRPS17	chr7	+	3	585
MRPS18A	chr6	-	6	1189
MRPS18B	chr6	+	7	1534
MRPS18B	chr6_cox_hap2	+	7	1534
MRPS18B	chr6_dbb_hap3	+	7	1534
MRPS18B	chr6_mann_hap4	+	7	1534
MRPS18B	chr6_mcf_hap5	+	7	1534
MRPS18B	chr6_qbl_hap6	+	7	1534
MRPS18B	chr6_ssto_hap7	+	7	149
MRPS18C	chr4	+	6	1121
MRPS2	chr9	+	4	1505
MRPS21	chr1	+	2	939
MRPS22	chr3	+	8	1122
MRPS23	chr17	-	5	1492
MRPS24	chr7	-	4	696
MRPS25	chr3	-	4	4566
MRPS26	chr20	+	4	1039
MRPS27	chr5	-	11	2781
MRPS28	chr8	-	3	707
MRPS30	chr5	+	5	1672
MRPS31	chr13	-	7	1339
MRPS33	chr7	-	4	817
MRPS34	chr16	-	3	1003
MRPS35	chr12	+	8	1897
MRPS36	chr5	+	4	1329
MRPS5	chr2	-	12	1661
MRPS6	chr21	+	3	990
MRPS7	chr17	+	5	1415
MRPS9	chr2	+	11	1458
MRRF	chr9	+	7	1999
MRS2	chr6	+	11	3348
MRS2P2	chr12	-	1	2690
MRTO4	chr1	+	8	2273
MRVI1	chr11	-	22	6667
MS4A1	chr11	+	8	3594
MS4A10	chr11	+	8	2296
MS4A12	chr11	+	7	1165
MS4A13	chr11	+	7	925
MS4A14	chr11	+	5	3352
MS4A15	chr11	+	7	1959
MS4A2	chr11	+	7	3648
MS4A3	chr11	+	7	1655
MS4A4A	chr11	+	8	1795
MS4A5	chr11	+	5	722
MS4A6A	chr11	-	7	2066
MS4A6E	chr11	+	4	660
MS4A7	chr11	+	7	3008
MS4A8B	chr11	+	7	1354
MSC	chr8	-	2	2058
MSGN1	chr2	+	1	582
MSH2	chr2	+	16	3145
MSH3	chr5	+	24	4620
MSH4	chr1	+	20	3203
MSH5	chr6	+	25	2992
MSH5	chr6_apd_hap1	+	13	1652
MSH5	chr6_cox_hap2	+	25	2992
MSH5	chr6_dbb_hap3	+	25	2992
MSH5	chr6_mann_hap4	+	10	1150
MSH5	chr6_mcf_hap5	+	25	2992
MSH5	chr6_qbl_hap6	+	22	2521
MSH5	chr6_ssto_hap7	+	16	215
MSH5-C6orf26	chr6	+	29	4060
MSH5-C6orf26	chr6_apd_hap1	+	17	2878
MSH5-C6orf26	chr6_cox_hap2	+	29	4061
MSH5-C6orf26	chr6_dbb_hap3	+	29	4060
MSH5-C6orf26	chr6_mcf_hap5	+	29	4060
MSH5-C6orf26	chr6_qbl_hap6	+	22	2360
MSH5-C6orf26	chr6_ssto_hap7	+	20	321
MSH6	chr2	+	10	4328
MSI1	chr12	-	15	2950
MSI2	chr17	+	15	3059
MSL1	chr17	+	10	3820
MSL2	chr3	-	3	4770
MSL3	chrX	+	14	4954
MSL3P1	chr2	-	2	1990
MSLN	chr16	+	18	2193
MSLNL	chr16	-	16	3162
MSMB	chr10	+	4	495
MSMP	chr9	-	3	677
MSN	chrX	+	13	3970
MSR1	chr8	-	11	5490
MSRA	chr8	+	8	2047
MSRB2	chr10	+	5	1811
MSRB3	chr12	+	9	4666
MST1	chr3	-	18	2331
MST1P2	chr1	+	14	2636
MST1P9	chr1	-	15	4396
MST1R	chr3	-	20	4771
MST4	chrX	+	12	3336
MSTN	chr2	-	3	2819
MSTO1	chr1	+	14	2440
MSTO2P	chr1	+	14	2524
MSX1	chr4	+	2	1937
MSX2	chr5	+	2	2208
MSX2P1	chr17	+	1	2161
MT1A	chr16	+	3	396
MT1B	chr16	+	3	380
MT1DP	chr16	+	4	569
MT1E	chr16	+	3	506
MT1F	chr16	+	3	441
MT1G	chr16	-	3	396
MT1H	chr16	+	3	397
MT1IP	chr16	+	1	2005
MT1JP	chr16	+	3	408
MT1L	chr16	+	3	426
MT1M	chr16	+	3	440
MT1X	chr16	+	3	404
MT2A	chr16	+	3	419
MT3	chr16	+	3	582
MT4	chr16	+	3	294
MTA1	chr14	+	21	2840
MTA2	chr11	-	18	3069
MTA3	chr2	+	14	1857
MTAP	chr9	+	8	4921
MTBP	chr8	+	22	3059
MTCH1	chr6	-	12	1881
MTCH2	chr11	-	13	2628
MTCP1	chrX	-	5	2320
MTCP1NB	chrX	-	3	1014
MTDH	chr8	+	12	7667
MTERF	chr7	-	3	2163
MTERFD1	chr8	-	8	1406
MTERFD2	chr2	-	7	4566
MTERFD3	chr12	-	3	1775
MTF1	chr1	-	11	7972
MTF2	chr1	+	15	4128
MTFMT	chr15	-	9	2746
MTFP1	chr22	+	4	1278
MTFR1	chr8	+	8	3060
MTG1	chr10	+	11	1614
MTHFD1	chr14	+	28	3448
MTHFD1L	chr6	+	30	3673
MTHFD2	chr2	+	9	2285
MTHFD2L	chr4	+	8	2359
MTHFR	chr1	-	12	7150
MTHFS	chr15	-	4	2542
MTHFSD	chr16	-	10	3289
MTIF2	chr2	-	17	3018
MTIF3	chr13	-	7	1232
MTL5	chr11	-	10	5103
MTM1	chrX	+	15	3436
MTMR1	chrX	+	16	2732
MTMR10	chr15	-	16	4961
MTMR11	chr1	-	17	3003
MTMR12	chr5	-	16	5187
MTMR14	chr3	+	19	2525
MTMR2	chr11	-	18	4862
MTMR3	chr22	+	21	9019
MTMR4	chr17	-	19	5829
MTMR6	chr13	-	14	5214
MTMR7	chr8	-	14	5287
MTMR8	chrX	-	14	2661
MTMR9	chr8	+	10	7405
MTMR9LP	chr1	-	7	2324
MTNR1A	chr4	-	2	1105
MTNR1B	chr11	+	2	1662
MTO1	chr6	+	14	3119
MTOR	chr1	-	58	8725
MTPAP	chr10	-	9	5620
MTPN	chr7	-	4	3884
MTR	chr1	+	33	10558
MTRF1	chr13	-	10	2174
MTRF1L	chr6	-	7	3878
MTRNR2L1	chr17	+	1	1555
MTRNR2L10	chrX	-	1	1121
MTRNR2L2	chr5	-	1	1036
MTRNR2L3	chr20	-	1	1383
MTRNR2L4	chr16	-	1	1231
MTRNR2L5	chr10	+	1	1738
MTRNR2L6	chr7	+	1	1395
MTRNR2L7	chr10	-	1	1494
MTRNR2L8	chr11	-	1	1290
MTRNR2L9	chr6	+	1	527
MTRR	chr5	+	15	3298
MTSS1	chr8	-	14	5007
MTSS1L	chr16	-	15	4977
MTTP	chr4	+	19	4090
MTUS1	chr8	-	18	7565
MTUS2	chr13	+	15	7196
MTVR2	chr17	-	1	812
MTX1	chr1	+	8	1642
MTX2	chr2	+	11	1592
MTX3	chr5	-	9	7934
MUC1	chr1	-	9	1838
MUC12	chr7	+	12	16321
MUC13	chr3	-	12	2876
MUC15	chr11	-	5	3392
MUC16	chr19	-	84	43816
MUC17	chr7	+	13	14350
MUC2	chr11	+	50	8623
MUC20	chr3	+	5	6647
MUC21	chr6	+	3	3656
MUC21	chr6_apd_hap1	+	3	3656
MUC21	chr6_cox_hap2	+	3	3656
MUC21	chr6_dbb_hap3	+	3	3656
MUC21	chr6_mann_hap4	+	5	3611
MUC21	chr6_mcf_hap5	+	3	3656
MUC21	chr6_qbl_hap6	+	5	3566
MUC4	chr3	-	25	16804
MUC5B	chr11	+	49	17916
MUC6	chr11	-	33	8003
MUC7	chr4	+	5	2774
MUCL1	chr12	+	4	489
MUDENG	chr14	+	8	3095
MUL1	chr1	-	4	2458
MUM1	chr19	+	15	4214
MUM1L1	chrX	+	5	4309
MURC	chr9	+	2	2625
MUS81	chr11	+	16	2400
MUSK	chr9	+	15	2786
MUSTN1	chr3	-	3	729
MUT	chr6	-	13	3886
MUTED	chr6	-	6	2787
MUTED-TXNDC5	chr6	-	13	3352
MUTYH	chr1	-	18	2129
MVD	chr16	-	10	1795
MVK	chr12	+	11	2073
MVP	chr16	+	15	2925
MX1	chr21	+	20	3605
MX2	chr21	+	14	2961
MXD1	chr2	+	6	5616
MXD3	chr5	-	7	3161
MXD4	chr4	-	6	3773
MXI1	chr10	+	8	3835
MXRA5	chrX	-	7	9792
MXRA7	chr17	-	6	3896
MXRA8	chr1	-	10	2273
MYADM	chr19	+	4	3463
MYADML	chr2	-	1	2157
MYADML2	chr17	-	3	2452
MYB	chr6	+	16	3678
MYBBP1A	chr17	-	26	4568
MYBL1	chr8	-	16	5188
MYBL2	chr20	+	14	2713
MYBPC1	chr12	+	33	3990
MYBPC2	chr19	+	28	3598
MYBPC3	chr11	-	33	4218
MYBPH	chr1	-	11	1806
MYBPHL	chr1	-	9	1372
MYC	chr8	+	3	2366
MYCBP	chr1	-	5	2565
MYCBP2	chr13	-	83	15025
MYCBPAP	chr17	+	19	3190
MYCL1	chr1	-	2	4951
MYCN	chr2	+	3	2605
MYCNOS	chr2	-	3	770
MYCT1	chr6	+	2	3043
MYD88	chr3	+	5	2873
MYEF2	chr15	-	17	5403
MYEOV	chr11	+	3	2287
MYEOV2	chr2	-	5	989
MYF5	chr12	+	3	1520
MYF6	chr12	+	3	1337
MYH1	chr17	-	40	6020
MYH10	chr17	-	41	7619
MYH11	chr16	-	43	6942
MYH13	chr17	-	41	5992
MYH14	chr19	+	43	6912
MYH15	chr3	-	42	7074
MYH16	chr7	+	16	2267
MYH2	chr17	-	41	6151
MYH3	chr17	-	40	6017
MYH4	chr17	-	40	6015
MYH6	chr14	-	39	5941
MYH7	chr14	-	40	6030
MYH7B	chr20	+	45	6518
MYH8	chr17	-	40	6038
MYH9	chr22	-	41	7505
MYL1	chr2	-	9	1151
MYL10	chr7	-	8	1009
MYL12A	chr18	+	4	1229
MYL12B	chr18	+	5	1178
MYL2	chr12	-	7	829
MYL3	chr3	-	7	929
MYL4	chr17	+	8	949
MYL5	chr4	+	7	661
MYL6	chr12	+	7	809
MYL6B	chr12	+	8	1064
MYL7	chr7	-	7	597
MYL9	chr20	+	4	1187
MYLIP	chr6	+	7	3071
MYLK	chr3	-	34	8183
MYLK2	chr20	+	13	2793
MYLK3	chr16	-	13	7998
MYLK4	chr6	-	13	5760
MYLK-AS1	chr3	+	3	758
MYLPF	chr16	+	7	655
MYNN	chr3	+	9	5367
MYO10	chr5	-	41	11430
MYO15A	chr17	+	65	11863
MYO15B	chr17	+	61	9405
MYO16	chr13	+	36	7524
MYO18A	chr17	-	42	7583
MYO18B	chr22	+	44	8565
MYO19	chr17	-	27	4756
MYO1A	chr12	-	28	3613
MYO1B	chr2	+	31	5095
MYO1C	chr17	-	34	5095
MYO1D	chr17	-	22	5182
MYO1E	chr15	-	28	4715
MYO1F	chr19	-	28	4173
MYO1G	chr7	-	22	3279
MYO1H	chr12	+	31	4258
MYO3A	chr10	+	35	5784
MYO3B	chr2	+	36	6336
MYO5A	chr15	-	41	12225
MYO5B	chr18	-	40	9520
MYO5C	chr15	-	41	6975
MYO6	chr6	+	35	8662
MYO7A	chr11	+	49	7746
MYO7B	chr2	+	47	6715
MYO9A	chr15	-	42	8680
